name,y_pred
jessica_mack,0.0
sharon_maddox,0.0
joshua_hernandez,0.0
willie_marshall,0.0
deborah_baker,1.0
jose_gray,0.0
pamela_gibbs,0.0
karen_harris,1.0
amanda_white,0.0
harry_mcguire,0.0
rachel_jones,0.0
kenneth_allen,0.0
tanya_walters,0.0
charles_compton,0.0
thomas_barnes,0.0
keith_scott,0.0
adrian_pineda,0.0
jessica_zuniga,1.0
kevin_kelly,0.0
deanna_roberts,0.0
debbie_fernandez,0.0
crystal_conley,0.0
wesley_molina,0.0
jennifer_stewart,0.0
krystal_bell,0.0
elizabeth_thompson,0.0
david_atkinson,1.0
traci_cooper,0.0
robert_barton,0.0
lisa_smith,1.0
lisa_powell,1.0
william_hays,0.0
david_sharp,0.0
jessica_huffman,0.0
linda_todd,0.0
cynthia_berry,0.0
kevin_peterson,0.0
david_clark,0.0
sarah_wilkins,0.0
lindsay_rocha,0.0
jerry_harris,0.0
ashley_rogers,1.0
kristina_wilcox,0.0
mikayla_nelson,1.0
alexa_hernandez,0.0
heather_george,0.0
john_zuniga,0.0
mr._robert_lopez,0.0
mason_deleon,0.0
brian_olsen,0.0
samantha_nguyen,1.0
barry_dickerson,0.0
brandi_meyer,0.0
michael_marsh,0.0
tracy_bradshaw,0.0
robert_calderon,0.0
terry_garza,0.0
michael_liu,0.0
jennifer_nguyen,0.0
alan_williams,0.0
christopher_watts,0.0
misty_ramsey,0.0
william_delacruz,0.0
charles_larsen,0.0
jennifer_obrien,0.0
john_benitez,0.0
katherine_fletcher,1.0
keith_morales,0.0
matthew_rojas,0.0
dr._samuel_sharp_dds,0.0
raymond_west,1.0
rachel_martin,0.0
beverly_gay,0.0
erika_hill,0.0
melanie_hughes,0.0
allison_greene,0.0
melissa_osborne,0.0
latoya_turner,0.0
miguel_allen,0.0
matthew_bryant,0.0
timothy_tucker,0.0
tracy_morrison,0.0
helen_mcdonald,1.0
casey_wilson,0.0
william_cruz,0.0
derek_taylor,0.0
melissa_stewart,0.0
victoria_hubbard,0.0
jennifer_carney,0.0
victor_hill,0.0
william_castro,0.0
darren_cox,0.0
jaime_rodriguez,0.0
matthew_bell,0.0
christine_robertson,0.0
kyle_wang,0.0
lindsay_rodriguez,1.0
melanie_patrick,0.0
bradley_nelson,0.0
matthew_graves,0.0
benjamin_cole,0.0
laura_vasquez,0.0
john_charles,0.0
michael_guzman,0.0
andrea_moss,0.0
diana_hall,1.0
gina_holloway,1.0
frederick_garza,0.0
katherine_benson,0.0
jeremy_parks,0.0
laurie_wallace,0.0
kelsey_nguyen,0.0
jose_rodriguez,0.0
annette_solis,0.0
sheila_medina,0.0
susan_short,0.0
sarah_robinson,0.0
james_long,1.0
jody_clark,1.0
tiffany_bailey,0.0
jonathan_cox,0.0
brian_cortez,0.0
jeffrey_thornton,0.0
eduardo_shields,0.0
amanda_morgan,1.0
zachary_beasley,0.0
dustin_franklin,0.0
jennifer_torres,0.0
emma_gillespie,0.0
robin_coleman,1.0
erin_ortiz,0.0
mariah_smith_dds,0.0
mitchell_griffin,0.0
tracy_patterson,1.0
nicole_finley,0.0
marc_key,1.0
james_webb,0.0
jessica_torres,0.0
angela_patterson,0.0
erica_thomas,0.0
nathaniel_henry,0.0
adam_king,0.0
michael_jordan,0.0
sarah_stark,1.0
michael_powell,0.0
emily_thompson,0.0
bryan_barker,0.0
madison_lewis,0.0
kenneth_brown,0.0
diana_lee,0.0
jamie_bennett,0.0
maria_jackson,0.0
robert_lopez,1.0
richard_higgins,0.0
mark_young,1.0
dominique_shaffer,1.0
kathleen_miller,1.0
susan_davis_phd,0.0
tanya_jimenez,0.0
emily_merritt,0.0
jessica_wade,0.0
shaun_hubbard,0.0
deanna_perry,1.0
mary_parker,0.0
brianna_lopez,0.0
samantha_duncan,0.0
leah_brooks,0.0
daniel_shannon,0.0
debra_aguilar,0.0
martha_clark,0.0
gary_williams,0.0
justin_zimmerman,0.0
michael_gomez,0.0
danielle_marsh,0.0
lisa_chung,0.0
nicholas_simpson,0.0
selena_navarro,0.0
ruben_mccoy_phd,0.0
lance_haynes,0.0
stephanie_johnson,0.0
james_brown,0.0
samuel_harris,0.0
daniel_levine,0.0
karen_houston,0.0
john_rogers,0.0
lisa_johnson,0.0
diana_stone,0.0
gary_brooks,1.0
annette_mcclure,0.0
stacy_carter,0.0
ashley_arnold_md,0.0
justin_knight,0.0
paula_thompson,0.0
pamela_price,0.0
meghan_carter,0.0
peter_mcdowell,1.0
courtney_rangel,0.0
daniel_graham,0.0
jennifer_cox,0.0
hannah_miller,0.0
lori_huff_dvm,0.0
jimmy_moore,0.0
thomas_martinez,0.0
natalie_young,0.0
curtis_richmond,0.0
rebecca_brown,0.0
andrew_grimes,0.0
rebecca_russo,0.0
alex_perez,0.0
shannon_glover,0.0
nicholas_bates,0.0
christopher_montgomery,0.0
christine_young,0.0
brandi_duncan,0.0
latoya_mata,0.0
haley_patrick,1.0
leslie_moreno,0.0
rebecca_crawford,0.0
sharon_ward,1.0
paul_walker,0.0
bryan_george,0.0
andrew_black,0.0
kimberly_anderson,0.0
tina_spears,0.0
jennifer_lynch,0.0
zachary_hernandez,0.0
curtis_sanchez,0.0
michael_brown,0.0
christopher_lewis,0.0
brandon_burgess,0.0
nicole_ross,1.0
thomas_cox,0.0
loretta_townsend,0.0
cody_johnson,0.0
crystal_mejia,1.0
michael_west,0.0
ernest_walker,0.0
jason_kelly,0.0
james_turner,0.0
jean_jackson,0.0
kimberly_smith,0.0
brian_jenkins,0.0
jennifer_wilkerson,0.0
james_hernandez,0.0
anne_french,0.0
carolyn_campbell,0.0
lindsay_arnold,0.0
shelby_woods,0.0
grace_martin,1.0
frederick_hoffman,0.0
scott_mitchell,0.0
amanda_murphy,0.0
emily_alexander,1.0
melissa_hess,0.0
justin_miller,0.0
brandon_cruz,0.0
julia_jones,0.0
john_boyd,0.0
natasha_conway,0.0
david_ruiz,0.0
kevin_jordan,0.0
amanda_perry,0.0
jeremiah_oconnell,0.0
stephanie_davis,0.0
charles_rivers,0.0
katherine_berry,0.0
sarah_johnson,0.0
kelly_vance,0.0
bruce_zuniga,0.0
david_rodriguez,0.0
charles_white,0.0
victoria_white,0.0
amanda_curtis,0.0
nancy_conrad,0.0
teresa_bird,0.0
jared_carter,1.0
franklin_carlson,1.0
jennifer_li,0.0
joseph_blair,0.0
adrian_barnes_dds,0.0
rachel_golden,0.0
aaron_pope,0.0
michelle_watson,1.0
pamela_howard,0.0
lauren_casey,0.0
jason_thomas,0.0
micheal_humphrey,0.0
larry_franklin,0.0
cody_berry,0.0
kayla_nolan,1.0
john_estrada,0.0
carrie_phillips,0.0
jose_benitez,0.0
paul_shepard,0.0
corey_burns,0.0
debra_nolan_dds,0.0
brian_smith,0.0
adam_french,0.0
matthew_martinez,0.0
james_black,0.0
frederick_jimenez,1.0
chris_martin,0.0
ricky_smith,1.0
michelle_owens,0.0
george_wade,0.0
debra_smith,0.0
kimberly_morrison,0.0
felicia_walker,0.0
thomas_williams,0.0
michael_khan_dds,0.0
richard_mendoza,0.0
samantha_sullivan,0.0
trevor_young,0.0
gary_barrett,0.0
jason_smith,0.0
jesse_perry,0.0
barbara_nunez,0.0
jeffery_knight,0.0
michael_smith,1.0
derek_fox,0.0
jordan_alvarez,0.0
luke_martinez,0.0
taylor_johnson,0.0
andrew_james,0.0
eugene_ibarra,0.0
troy_hughes,0.0
kelly_lewis,0.0
laura_salazar,0.0
sean_webster,0.0
cindy_howard,0.0
justin_young,0.0
meghan_johnson,0.0
