name,0,1,y_pred,y,y_obs
jessica_mack,0.49973425236049107,0.5002657476395089,1,0,0.0
sharon_maddox,0.7469487372122217,0.25305126278777834,0,0,0.0
joshua_hernandez,0.4657686916412658,0.5342313083587342,1,0,0.0
willie_marshall,0.6784755661898316,0.3215244338101684,0,0,0.0
deborah_baker,0.4735279542449433,0.5264720457550567,1,1,1.0
jose_gray,0.7947085177503368,0.2052914822496632,0,0,0.0
pamela_gibbs,0.6440230699379299,0.3559769300620701,0,0,0.0
karen_harris,0.7608756783798754,0.23912432162012465,0,1,1.0
amanda_white,0.5263785953308187,0.47362140466918135,0,0,0.0
harry_mcguire,0.6246941829880939,0.37530581701190613,0,0,0.0
rachel_jones,0.6856026841787184,0.3143973158212816,0,0,0.0
kenneth_allen,0.5937374439881751,0.4062625560118249,0,0,0.0
tanya_walters,0.525769843544289,0.474230156455711,0,0,0.0
charles_compton,0.5915673635837209,0.40843263641627914,0,0,0.0
thomas_barnes,0.42949920095995253,0.5705007990400475,1,0,0.0
keith_scott,0.27577191473710627,0.7242280852628937,1,0,0.0
adrian_pineda,0.6319199635188966,0.36808003648110343,0,0,0.0
jessica_zuniga,0.44335451332301545,0.5566454866769845,1,1,1.0
kevin_kelly,0.5549816192703929,0.4450183807296071,0,0,0.0
deanna_roberts,0.6541167150929823,0.3458832849070177,0,0,0.0
debbie_fernandez,0.702329461163913,0.29767053883608696,0,0,0.0
crystal_conley,0.4731100661705412,0.5268899338294588,1,0,0.0
wesley_molina,0.27669267550055565,0.7233073244994443,1,0,0.0
jennifer_stewart,0.6489142208608882,0.35108577913911176,0,0,0.0
krystal_bell,0.6421470552425035,0.3578529447574965,0,0,0.0
elizabeth_thompson,0.2604413544824524,0.7395586455175476,1,0,0.0
david_atkinson,0.19989499760970375,0.8001050023902962,1,1,1.0
traci_cooper,0.7184836673644099,0.28151633263559006,0,0,0.0
robert_barton,0.772884592857622,0.227115407142378,0,0,0.0
lisa_smith,0.4226699836194996,0.5773300163805004,1,1,1.0
lisa_powell,0.43508799676823173,0.5649120032317683,1,1,1.0
william_hays,0.4536850296326378,0.5463149703673622,1,0,0.0
david_sharp,0.5218345669876001,0.4781654330123999,0,0,0.0
jessica_huffman,0.43095481509791966,0.5690451849020803,1,0,0.0
linda_todd,0.4178531672342558,0.5821468327657442,1,0,0.0
cynthia_berry,0.23347222353595498,0.766527776464045,1,0,0.0
kevin_peterson,0.35074716564855635,0.6492528343514437,1,0,0.0
david_clark,0.33489651347309746,0.6651034865269025,1,0,0.0
sarah_wilkins,0.4424076322068089,0.5575923677931911,1,0,0.0
lindsay_rocha,0.6609344505002355,0.33906554949976453,0,0,0.0
jerry_harris,0.4450687148857071,0.5549312851142929,1,0,0.0
ashley_rogers,0.3548844638773403,0.6451155361226597,1,1,1.0
kristina_wilcox,0.25180566589278897,0.748194334107211,1,0,0.0
mikayla_nelson,0.45126201608323413,0.5487379839167659,1,1,1.0
alexa_hernandez,0.6239209120230669,0.3760790879769331,0,0,0.0
heather_george,0.6756819718061706,0.3243180281938294,0,0,0.0
john_zuniga,0.6552787610396535,0.34472123896034645,0,0,0.0
mr._robert_lopez,0.7700980068565855,0.22990199314341453,0,0,0.0
mason_deleon,0.2686796602736763,0.7313203397263237,1,0,0.0
brian_olsen,0.4534587917600277,0.5465412082399723,1,0,0.0
samantha_nguyen,0.2995835018459161,0.7004164981540839,1,1,1.0
barry_dickerson,0.5987142945184019,0.40128570548159814,0,0,0.0
brandi_meyer,0.6675484222818682,0.33245157771813183,0,0,0.0
michael_marsh,0.8196532342368528,0.18034676576314723,0,0,0.0
tracy_bradshaw,0.6575986566024881,0.34240134339751194,0,0,0.0
robert_calderon,0.39703653350443346,0.6029634664955665,1,0,0.0
terry_garza,0.4425493208909046,0.5574506791090954,1,0,0.0
michael_liu,0.7780574855661371,0.22194251443386293,0,0,0.0
jennifer_nguyen,0.8045082393603025,0.19549176063969753,0,0,0.0
alan_williams,0.5419773989063259,0.4580226010936741,0,0,0.0
