name,0,1,y_pred,y,y_obs
jessica_mack,0.5160950383042786,0.4839049616957212,0,0,0.0
sharon_maddox,0.737535899328975,0.262464100671025,0,0,0.0
joshua_hernandez,0.46544121387514065,0.5345587861248594,1,0,0.0
willie_marshall,0.6806729465995424,0.3193270534004575,0,0,0.0
deborah_baker,0.4305285983428933,0.5694714016571065,1,1,1.0
jose_gray,0.7137282945474154,0.2862717054525847,0,0,0.0
pamela_gibbs,0.5378198199706226,0.4621801800293773,0,0,0.0
karen_harris,0.6867444941316477,0.313255505868352,0,1,1.0
amanda_white,0.5084472137766997,0.49155278622330023,0,0,0.0
harry_mcguire,0.5961091565442636,0.40389084345573656,0,0,0.0
rachel_jones,0.5787257563559105,0.42127424364408966,0,0,0.0
kenneth_allen,0.5355524435021024,0.4644475564978979,0,0,0.0
tanya_walters,0.4882086630974951,0.5117913369025049,1,0,0.0
charles_compton,0.5193058063527827,0.48069419364721744,0,0,0.0
thomas_barnes,0.4271685251349853,0.5728314748650147,1,0,0.0
keith_scott,0.18333685313252898,0.8166631468674709,1,0,0.0
adrian_pineda,0.5544799298926866,0.4455200701073134,0,0,0.0
jessica_zuniga,0.6879137802785591,0.312086219721441,0,1,1.0
kevin_kelly,0.6119594377899605,0.3880405622100395,0,0,0.0
deanna_roberts,0.596837520539451,0.40316247946054895,0,0,0.0
debbie_fernandez,0.5703061489462957,0.4296938510537043,0,0,0.0
crystal_conley,0.49255829201943274,0.5074417079805673,1,0,0.0
wesley_molina,0.29840708177848607,0.7015929182215139,1,0,0.0
jennifer_stewart,0.5370051194977888,0.46299488050221127,0,0,0.0
krystal_bell,0.7716721241459247,0.22832787585407532,0,0,0.0
elizabeth_thompson,0.2700493862470327,0.7299506137529671,1,0,0.0
david_atkinson,0.2445331080585528,0.755466891941447,1,1,1.0
traci_cooper,0.6233918639717334,0.37660813602826654,0,0,0.0
robert_barton,0.6526142249475609,0.347385775052439,0,0,0.0
lisa_smith,0.33941396708581506,0.6605860329141848,1,1,1.0
lisa_powell,0.44670335232454356,0.5532966476754564,1,1,1.0
william_hays,0.45308598571023184,0.5469140142897682,1,0,0.0
david_sharp,0.44134753134138943,0.5586524686586106,1,0,0.0
jessica_huffman,0.5322578737794896,0.46774212622051037,0,0,0.0
linda_todd,0.3669818707943835,0.6330181292056166,1,0,0.0
cynthia_berry,0.142771274269218,0.8572287257307818,1,0,0.0
kevin_peterson,0.393950782542537,0.6060492174574631,1,0,0.0
david_clark,0.268727432303027,0.7312725676969732,1,0,0.0
sarah_wilkins,0.3937476783221535,0.6062523216778467,1,0,0.0
lindsay_rocha,0.5616675895616512,0.4383324104383487,0,0,0.0
jerry_harris,0.34446733835076454,0.6555326616492353,1,0,0.0
ashley_rogers,0.3122317742287407,0.6877682257712593,1,1,1.0
kristina_wilcox,0.24021366494440474,0.7597863350555952,1,0,0.0
mikayla_nelson,0.43933229595340106,0.5606677040465989,1,1,1.0
alexa_hernandez,0.5704406151637852,0.42955938483621475,0,0,0.0
heather_george,0.6379849449734968,0.36201505502650316,0,0,0.0
john_zuniga,0.5527419222551315,0.4472580777448683,0,0,0.0
mr._robert_lopez,0.7198963526627447,0.2801036473372552,0,0,0.0
mason_deleon,0.2934238218200678,0.7065761781799323,1,0,0.0
brian_olsen,0.3158286007740382,0.6841713992259618,1,0,0.0
samantha_nguyen,0.15418691726630265,0.8458130827336973,1,1,1.0
